Collision_ID,Crash_Date,Vehicle_Type
4463865,03-10-2021 04:15,Sedan
4464327,03-10-2021 04:25,SUV
4464157,03-10-2021 04:34,Heavy Vehicle
4463992,03-10-2021 04:40,Sedan
4464129,03-10-2021 05:00,Sedan
4465799,03-10-2021 05:10,Sedan
4464424,03-10-2021 05:11,Sedan
4463936,03-10-2021 05:15,SUV
4463946,03-10-2021 05:30,SUV
4468227,03-10-2021 05:34,Taxi
4463924,03-10-2021 05:59,Two Wheeler
4464672,03-10-2021 06:00,SUV
4473700,03-10-2021 06:05,Sedan
4463941,03-10-2021 06:13,Bus
4464374,03-10-2021 06:30,SUV
4464165,03-10-2021 06:30,Sedan
4464208,03-10-2021 06:39,SUV
4463965,03-10-2021 06:39,Sedan
4463993,03-10-2021 06:45,Heavy Vehicle
4463911,03-10-2021 06:50,SUV
4464007,03-10-2021 07:00,Sedan
4463890,03-10-2021 07:00,Sedan
4463955,03-10-2021 07:07,Sedan
4464185,03-10-2021 07:10,SUV
4464250,03-10-2021 07:30,SUV
4467355,03-10-2021 07:33,SUV
4464039,03-10-2021 07:35,Sedan
4464522,03-10-2021 07:39,Bus
4464223,03-10-2021 07:40,SUV
4464378,03-10-2021 07:40,Two Wheeler
4464292,03-10-2021 07:40,Sedan
4463962,03-10-2021 07:45,Bus
4464613,03-10-2021 07:45,SUV
4464112,03-10-2021 07:50,Sedan
4464113,03-10-2021 07:59,SUV
4463996,03-10-2021 08:00,SUV
4463969,03-10-2021 08:00,SUV
4464404,03-10-2021 08:00,Sedan
4464047,03-10-2021 08:00,SUV
4464012,03-10-2021 08:10,Sedan
4464607,03-10-2021 08:15,Sedan
4464495,03-10-2021 08:15,Heavy Vehicle
4465290,03-10-2021 08:25,Two Wheeler
4464043,03-10-2021 08:25,Sedan
4464052,03-10-2021 08:30,Heavy Vehicle
4464395,03-10-2021 08:30,SUV
4464186,03-10-2021 08:30,SUV
4464394,03-10-2021 08:30,SUV
4464288,03-10-2021 08:30,Bus
4464816,03-10-2021 08:30,Heavy Vehicle
4464076,03-10-2021 08:35,Sedan
4464809,03-10-2021 08:42,Bus
4465539,03-10-2021 08:45,SUV
4464068,03-10-2021 09:00,SUV
4464241,03-10-2021 09:04,Sedan
4464690,03-10-2021 09:05,Sedan
4465763,03-10-2021 09:15,Taxi
4464111,03-10-2021 09:19,Two Wheeler
4464163,03-10-2021 09:19,SUV
4465770,03-10-2021 09:20,Sedan
4464363,03-10-2021 09:25,Sedan
4464004,03-10-2021 09:30,SUV
4464205,03-10-2021 09:36,Heavy Vehicle
4465657,03-10-2021 09:45,Sedan
4464051,03-10-2021 09:45,Sedan
4463958,03-10-2021 09:50,Sedan
4464121,03-10-2021 10:00,Sedan
4464243,03-10-2021 10:05,Heavy Vehicle
4465228,03-10-2021 10:11,Sedan
4464233,03-10-2021 10:15,Sedan
4464574,03-10-2021 10:15,SUV
4464382,03-10-2021 10:20,Sedan
4464215,03-10-2021 10:30,Sedan
4463964,03-10-2021 10:30,Sedan
4464321,03-10-2021 10:35,SUV
4464518,03-10-2021 10:40,Two Wheeler
4464724,03-10-2021 10:40,Sedan
4464192,03-10-2021 10:45,Commercial Vehicle
4464392,03-10-2021 10:50,Sedan
4464066,03-10-2021 10:50,Sedan
4464320,03-10-2021 10:52,Sedan
4464431,03-10-2021 11:00,SUV
4464691,03-10-2021 11:00,SUV
4464149,03-10-2021 11:01,SUV
4464899,03-10-2021 11:15,Sedan
4465282,03-10-2021 11:20,Commercial Vehicle
4464612,03-10-2021 11:25,Commercial Vehicle
4464507,03-10-2021 11:30,Sedan
4464221,03-10-2021 11:30,Ambulance
4464260,03-10-2021 11:36,SUV
4464380,03-10-2021 11:50,Two Wheeler
4464675,03-10-2021 11:55,Sedan
4464048,03-10-2021 11:57,SUV
4466894,03-10-2021 12:00,Heavy Vehicle
4464082,03-10-2021 12:00,SUV
4464214,03-10-2021 12:14,SUV
4464262,03-10-2021 12:15,Heavy Vehicle
4463994,03-10-2021 12:15,Sedan
4464056,03-10-2021 12:27,SUV
4465536,03-10-2021 12:30,SUV
4464864,03-10-2021 12:30,Sedan
4464573,03-10-2021 12:30,Two Wheeler
4464383,03-10-2021 12:30,Commercial Vehicle
4464429,03-10-2021 12:45,SUV
4464117,03-10-2021 12:50,Sedan
4466688,03-10-2021 12:55,Two Wheeler
4464089,03-10-2021 13:00,SUV
4465027,03-10-2021 13:04,Taxi
4464289,03-10-2021 13:09,Sedan
4469254,03-10-2021 13:10,Sedan
4464549,03-10-2021 13:18,Sedan
4464061,03-10-2021 13:30,SUV
4464174,03-10-2021 13:30,Sedan
4464555,03-10-2021 13:40,Heavy Vehicle
4465294,03-10-2021 13:45,Sedan
4464166,03-10-2021 13:50,SUV
4464083,03-10-2021 13:55,Two Wheeler
4464793,03-10-2021 14:00,SUV
4464290,03-10-2021 14:00,Heavy Vehicle
4464268,03-10-2021 14:00,SUV
4464356,03-10-2021 14:00,SUV
4464316,03-10-2021 14:02,Taxi
4466461,03-10-2021 14:05,Sedan
4465248,03-10-2021 14:10,Sedan
4464601,03-10-2021 14:15,SUV
4464611,03-10-2021 14:19,Sedan
4465707,03-10-2021 14:20,SUV
4464269,03-10-2021 14:21,SUV
4464209,03-10-2021 14:22,SUV
4464130,03-10-2021 14:30,SUV
4464273,03-10-2021 14:35,Sedan
4464713,03-10-2021 14:45,Bus
4464059,03-10-2021 14:50,SUV
4465685,03-10-2021 15:00,Two Wheeler
4464267,03-10-2021 15:00,Sedan
4464116,03-10-2021 15:00,Ambulance
4464681,03-10-2021 15:00,Sedan
4464187,03-10-2021 15:00,SUV
4465672,03-10-2021 15:14,Two Wheeler
4464536,03-10-2021 15:15,Sedan
4464361,03-10-2021 15:15,Sedan
4464419,03-10-2021 15:15,Sedan
4464104,03-10-2021 15:25,Bus
4472907,03-10-2021 15:27,Sedan
4464216,03-10-2021 15:30,SUV
4464095,03-10-2021 15:31,SUV
4465342,03-10-2021 15:35,Sedan
4464708,03-10-2021 15:37,Sedan
4464559,03-10-2021 15:42,Bus
4464081,03-10-2021 15:45,SUV
4464980,03-10-2021 15:50,SUV
4464730,03-10-2021 15:50,Sedan
4464279,03-10-2021 15:55,Sedan
4464096,03-10-2021 15:57,Sedan
4465340,03-10-2021 15:58,Sedan
4464810,03-10-2021 15:58,Ambulance
4464516,03-10-2021 16:00,Sedan
4464683,03-10-2021 16:00,SUV
4464412,03-10-2021 16:00,Heavy Vehicle
4464253,03-10-2021 16:05,Two Wheeler
4464745,03-10-2021 16:13,SUV
4464245,03-10-2021 16:20,SUV
4464118,03-10-2021 16:25,SUV
4464471,03-10-2021 16:27,Two Wheeler
4468881,03-10-2021 16:30,SUV
4464181,03-10-2021 16:30,Sedan
4464173,03-10-2021 16:30,SUV
4464124,03-10-2021 16:36,Sedan
4465242,03-10-2021 16:39,SUV
4464219,03-10-2021 16:40,SUV
4464217,03-10-2021 16:45,Two Wheeler
4464229,03-10-2021 16:50,Sedan
4464084,03-10-2021 16:50,SUV
4465482,03-10-2021 16:56,Bus
4464264,03-10-2021 17:00,Two Wheeler
4464514,03-10-2021 17:00,SUV
4464517,03-10-2021 17:00,Bus
4464732,03-10-2021 17:00,Two Wheeler
4464299,03-10-2021 17:10,SUV
4471184,03-10-2021 17:20,SUV
4464421,03-10-2021 17:20,Two Wheeler
4464228,03-10-2021 17:20,Two Wheeler
4465008,03-10-2021 17:25,SUV
4464655,03-10-2021 17:30,Sedan
4464265,03-10-2021 17:35,Sedan
4464120,03-10-2021 17:35,SUV
4464114,03-10-2021 17:40,Sedan
4464155,03-10-2021 17:42,Sedan
4464115,03-10-2021 17:50,SUV
4464204,03-10-2021 17:51,Sedan
4464105,03-10-2021 17:55,Sedan
4464922,03-10-2021 17:57,Sedan
4464239,03-10-2021 18:00,Sedan
4464464,03-10-2021 18:00,SUV
4464246,03-10-2021 18:05,Taxi
4464175,03-10-2021 18:10,SUV
4464306,03-10-2021 18:20,SUV
4464276,03-10-2021 18:26,SUV
4466485,03-10-2021 18:30,Heavy Vehicle
4464414,03-10-2021 18:30,Sedan
4464544,03-10-2021 18:35,Sedan
4464244,03-10-2021 18:40,SUV
4464803,03-10-2021 18:42,Sedan
4464444,03-10-2021 18:45,SUV
4464218,03-10-2021 18:50,SUV
4464717,03-10-2021 18:50,Sedan
4464206,03-10-2021 18:57,SUV
4464249,03-10-2021 19:00,Sedan
4464194,03-10-2021 19:00,Sedan
4466673,03-10-2021 19:10,SUV
4464653,03-10-2021 19:14,Sedan
4464258,03-10-2021 19:17,SUV
4465596,03-10-2021 19:20,Sedan
4464177,03-10-2021 19:20,Sedan
4464595,03-10-2021 19:20,Sedan
4464200,03-10-2021 19:28,SUV
4464139,03-10-2021 19:28,Sedan
4464238,03-10-2021 19:30,Heavy Vehicle
4464201,03-10-2021 19:33,SUV
4464428,03-10-2021 19:34,SUV
4464584,03-10-2021 19:35,Two Wheeler
4466806,03-10-2021 19:40,Sedan
4464817,03-10-2021 19:40,SUV
4464377,03-10-2021 19:45,Heavy Vehicle
4464247,03-10-2021 19:46,SUV
4465484,03-10-2021 19:50,Sedan
4464176,03-10-2021 19:55,Sedan
4464125,03-10-2021 19:55,Two Wheeler
4464916,03-10-2021 20:00,Sedan
4464128,03-10-2021 20:00,Sedan
4464749,03-10-2021 20:00,SUV
4464317,03-10-2021 20:06,Two Wheeler
4464202,03-10-2021 20:11,Sedan
4464282,03-10-2021 20:15,SUV
4464266,03-10-2021 20:32,Sedan
4464400,03-10-2021 20:43,Sedan
4464358,03-10-2021 20:45,Sedan
4464679,03-10-2021 20:59,SUV
4465049,03-10-2021 21:00,Sedan
4466266,03-10-2021 21:10,Sedan
4464150,03-10-2021 21:18,SUV
4464291,03-10-2021 21:30,Sedan
4467450,03-10-2021 21:43,SUV
4464396,03-10-2021 21:59,Sedan
4465280,03-10-2021 22:00,SUV
4464991,03-10-2021 22:00,Sedan
4464207,03-10-2021 22:00,SUV
4464610,03-10-2021 22:23,Taxi
4464240,03-10-2021 22:24,SUV
4464304,03-10-2021 22:33,Sedan
4465636,03-10-2021 22:34,Sedan
4465406,03-10-2021 22:36,SUV
4464458,03-10-2021 22:37,Two Wheeler
4465286,03-10-2021 23:00,SUV
4464248,03-10-2021 23:00,SUV
4466535,04-10-2021 00:00,Sedan
4465849,04-10-2021 00:00,Two Wheeler
4465291,04-10-2021 00:00,Two Wheeler
4464589,04-10-2021 00:00,Sedan
4464281,04-10-2021 00:00,SUV
4464510,04-10-2021 00:00,SUV
4464515,04-10-2021 00:00,SUV
4464774,04-10-2021 00:00,SUV
4464301,04-10-2021 00:00,SUV
4464767,04-10-2021 00:00,Sedan
4467238,04-10-2021 00:27,SUV
4464538,04-10-2021 00:40,Sedan
4464360,04-10-2021 00:47,Sedan
4464251,04-10-2021 01:00,Sedan
4464182,04-10-2021 01:30,Sedan
4464294,04-10-2021 02:48,SUV
4464195,04-10-2021 03:00,SUV
4464674,04-10-2021 03:00,Sedan
4464509,04-10-2021 03:06,Two Wheeler
4465777,04-10-2021 04:50,SUV
4464455,04-10-2021 05:05,SUV
4464293,04-10-2021 05:15,Sedan
4464322,04-10-2021 05:18,SUV
4464272,04-10-2021 05:35,SUV
4464947,04-10-2021 05:45,Commercial Vehicle
4464313,04-10-2021 06:07,Sedan
4464300,04-10-2021 06:10,Sedan
4464263,04-10-2021 06:20,Sedan
4464695,04-10-2021 06:25,Sedan
4464897,04-10-2021 06:30,Sedan
4464552,04-10-2021 06:34,Sedan
4465266,04-10-2021 06:40,Sedan
4464656,04-10-2021 06:40,SUV
4464426,04-10-2021 06:40,SUV
4464350,04-10-2021 07:00,SUV
4464660,04-10-2021 07:00,Sedan
4464986,04-10-2021 07:00,SUV
4464362,04-10-2021 07:05,Heavy Vehicle
4464385,04-10-2021 07:05,Sedan
4464997,04-10-2021 07:15,SUV
4464355,04-10-2021 07:20,Sedan
4464329,04-10-2021 07:20,Two Wheeler
4465273,04-10-2021 07:24,SUV
4464678,04-10-2021 07:28,Two Wheeler
4464451,04-10-2021 07:35,SUV
4466203,04-10-2021 07:36,Sedan
4464474,04-10-2021 07:40,Two Wheeler
4464827,04-10-2021 07:46,Sedan
4464324,04-10-2021 07:55,Sedan
4466328,04-10-2021 08:00,SUV
4465727,04-10-2021 08:00,Two Wheeler
4464323,04-10-2021 08:00,Sedan
4464331,04-10-2021 08:00,Sedan
4464335,04-10-2021 08:00,SUV
4464342,04-10-2021 08:01,SUV
4464469,04-10-2021 08:01,Two Wheeler
4464332,04-10-2021 08:04,SUV
4464386,04-10-2021 08:15,Sedan
4464553,04-10-2021 08:15,SUV
4464758,04-10-2021 08:15,SUV
4466728,04-10-2021 08:20,Sedan
4464445,04-10-2021 08:20,Sedan
4464352,04-10-2021 08:23,Sedan
4467004,04-10-2021 08:30,SUV
4466167,04-10-2021 08:30,Heavy Vehicle
4464989,04-10-2021 08:30,Sedan
4464333,04-10-2021 08:35,Taxi
4466121,04-10-2021 08:36,SUV
4464375,04-10-2021 08:37,Heavy Vehicle
4465773,04-10-2021 08:40,Sedan
4464364,04-10-2021 08:40,Sedan
4464341,04-10-2021 08:40,SUV
4464512,04-10-2021 08:40,SUV
4464346,04-10-2021 08:43,SUV
4465775,04-10-2021 08:45,SUV
4464531,04-10-2021 08:45,Sedan
4464422,04-10-2021 08:45,SUV
4466109,04-10-2021 08:50,SUV
4464446,04-10-2021 08:55,Sedan
4470378,04-10-2021 09:00,Sedan
4464418,04-10-2021 09:00,SUV
4464608,04-10-2021 09:00,Sedan
4464700,04-10-2021 09:00,Sedan
4464345,04-10-2021 09:05,Sedan
4464658,04-10-2021 09:05,Heavy Vehicle
4473749,04-10-2021 09:10,Sedan
4466499,04-10-2021 09:10,Sedan
4464337,04-10-2021 09:15,Heavy Vehicle
4465077,04-10-2021 09:17,Sedan
4464722,04-10-2021 09:23,Sedan
4464369,04-10-2021 09:28,Sedan
4465329,04-10-2021 09:30,SUV
4464590,04-10-2021 09:30,Two Wheeler
4464387,04-10-2021 09:30,SUV
4464407,04-10-2021 09:32,SUV
4464349,04-10-2021 09:45,Commercial Vehicle
4464537,04-10-2021 09:50,Sedan
4465678,04-10-2021 09:55,Sedan
4464420,04-10-2021 09:55,SUV
4464591,04-10-2021 09:59,SUV
4468258,04-10-2021 10:00,Sedan
4466445,04-10-2021 10:00,SUV
4465729,04-10-2021 10:00,Taxi
4465251,04-10-2021 10:00,Heavy Vehicle
4464436,04-10-2021 10:00,Sedan
4464348,04-10-2021 10:00,SUV
4464554,04-10-2021 10:00,Two Wheeler
4464508,04-10-2021 10:05,SUV
4464354,04-10-2021 10:17,Sedan
4464956,04-10-2021 10:26,Heavy Vehicle
4464815,04-10-2021 10:30,Sedan
4464339,04-10-2021 10:30,SUV
4464557,04-10-2021 10:37,Sedan
4464368,04-10-2021 10:38,SUV
4464410,04-10-2021 10:42,SUV
4464829,04-10-2021 10:51,Sedan
4464644,04-10-2021 11:00,Sedan
4466765,04-10-2021 11:00,Sedan
4464427,04-10-2021 11:00,SUV
4464764,04-10-2021 11:08,Sedan
4464401,04-10-2021 11:09,SUV
4464413,04-10-2021 11:10,SUV
4464477,04-10-2021 11:15,Sedan
4464365,04-10-2021 11:25,SUV
4464846,04-10-2021 11:30,Bus
4464519,04-10-2021 11:35,Ambulance
4464621,04-10-2021 12:00,Heavy Vehicle
4464393,04-10-2021 12:00,Sedan
4464366,04-10-2021 12:01,Sedan
4464633,04-10-2021 12:07,Sedan
4464476,04-10-2021 12:15,Heavy Vehicle
4464379,04-10-2021 12:15,Heavy Vehicle
4464657,04-10-2021 12:15,Heavy Vehicle
4465378,04-10-2021 12:19,Sedan
4467856,04-10-2021 12:25,Sedan
4464540,04-10-2021 12:30,SUV
4464479,04-10-2021 12:30,SUV
4464640,04-10-2021 12:30,SUV
4464390,04-10-2021 12:35,SUV
4465177,04-10-2021 12:43,Heavy Vehicle
4464564,04-10-2021 12:43,Sedan
4470888,04-10-2021 12:45,Heavy Vehicle
4464416,04-10-2021 12:50,SUV
4465461,04-10-2021 13:00,Sedan
4464389,04-10-2021 13:00,Sedan
4464406,04-10-2021 13:00,Sedan
4464423,04-10-2021 13:10,Sedan
4464409,04-10-2021 13:13,Sedan
4464572,04-10-2021 13:15,Commercial Vehicle
4470070,04-10-2021 13:18,SUV
4464449,04-10-2021 13:33,Sedan
4464489,04-10-2021 13:35,SUV
4464408,04-10-2021 13:43,SUV
4464618,04-10-2021 13:45,Sedan
4464452,04-10-2021 13:47,Sedan
4466119,04-10-2021 14:00,Sedan
4465203,04-10-2021 14:00,Heavy Vehicle
4464501,04-10-2021 14:00,Heavy Vehicle
4465281,04-10-2021 14:05,Sedan
4464497,04-10-2021 14:12,SUV
4464532,04-10-2021 14:15,Sedan
4466452,04-10-2021 14:25,Sedan
4464697,04-10-2021 14:26,Bus
4464581,04-10-2021 14:27,Sedan
4467930,04-10-2021 14:30,Sedan
4465381,04-10-2021 14:30,Taxi
4464944,04-10-2021 14:30,Sedan
4464496,04-10-2021 14:30,Heavy Vehicle
4464603,04-10-2021 14:30,Sedan
4464701,04-10-2021 14:30,Sedan
4464535,04-10-2021 14:30,Sedan
4467137,04-10-2021 14:33,Sedan
4464565,04-10-2021 14:45,Sedan
4464500,04-10-2021 14:45,SUV
4464478,04-10-2021 14:49,SUV
4464435,04-10-2021 14:50,SUV
4464411,04-10-2021 14:57,Two Wheeler
4464592,04-10-2021 14:57,SUV
4466096,04-10-2021 14:58,Two Wheeler
4464457,04-10-2021 15:00,Sedan
4465941,04-10-2021 15:00,Sedan
4465648,04-10-2021 15:00,SUV
4467249,04-10-2021 15:05,Sedan
4466473,04-10-2021 15:08,SUV
4464433,04-10-2021 15:10,Sedan
4464470,04-10-2021 15:15,Sedan
4464958,04-10-2021 15:15,Bus
4464845,04-10-2021 15:15,Sedan
4464505,04-10-2021 15:15,SUV
4464443,04-10-2021 15:16,Sedan
4464520,04-10-2021 15:20,Sedan
4465007,04-10-2021 15:21,Sedan
4464880,04-10-2021 15:28,SUV
4464576,04-10-2021 15:30,Heavy Vehicle
4464917,04-10-2021 15:30,SUV
4466140,04-10-2021 15:40,Sedan
4464528,04-10-2021 15:40,SUV
4464782,04-10-2021 15:45,Heavy Vehicle
4464453,04-10-2021 15:45,SUV
4464596,04-10-2021 15:47,Sedan
4465976,04-10-2021 15:50,Sedan
4464866,04-10-2021 15:50,SUV
4465006,04-10-2021 15:51,Two Wheeler
4464530,04-10-2021 15:53,Heavy Vehicle
4468046,04-10-2021 15:54,Sedan
4464498,04-10-2021 16:00,Sedan
4464786,04-10-2021 16:04,SUV
4464832,04-10-2021 16:11,Taxi
4464583,04-10-2021 16:15,Sedan
4466118,04-10-2021 16:17,Sedan
4465684,04-10-2021 16:19,Sedan
4466285,04-10-2021 16:20,Two Wheeler
4464533,04-10-2021 16:20,SUV
4465569,04-10-2021 16:25,Sedan
4464450,04-10-2021 16:30,SUV
4467059,04-10-2021 16:33,Two Wheeler
4464673,04-10-2021 16:35,Heavy Vehicle
4464694,04-10-2021 16:45,SUV
4464627,04-10-2021 16:48,SUV
4465417,04-10-2021 16:50,SUV
4464546,04-10-2021 16:51,SUV
4464567,04-10-2021 16:58,Commercial Vehicle
4464628,04-10-2021 16:58,SUV
4464775,04-10-2021 17:00,Sedan
4464638,04-10-2021 17:00,Bus
4464571,04-10-2021 17:00,Sedan
4464521,04-10-2021 17:00,SUV
4464706,04-10-2021 17:00,SUV
4465052,04-10-2021 17:10,SUV
4464448,04-10-2021 17:14,SUV
4464676,04-10-2021 17:20,Sedan
4464488,04-10-2021 17:23,SUV
4464561,04-10-2021 17:25,SUV
4464746,04-10-2021 17:25,SUV
4464580,04-10-2021 17:29,Sedan
4464624,04-10-2021 17:30,Sedan
4464645,04-10-2021 17:30,SUV
4468737,04-10-2021 17:35,Sedan
4464481,04-10-2021 17:38,Sedan
4465279,04-10-2021 17:39,SUV
4464733,04-10-2021 17:43,Sedan
4464650,04-10-2021 17:45,SUV
4464566,04-10-2021 17:46,Sedan
4466554,04-10-2021 17:52,Taxi
4464609,04-10-2021 17:55,Sedan
4465173,04-10-2021 18:00,Heavy Vehicle
4464688,04-10-2021 18:00,Sedan
4464811,04-10-2021 18:00,Sedan
4464587,04-10-2021 18:00,Sedan
4464723,04-10-2021 18:08,SUV
4464692,04-10-2021 18:10,SUV
4465226,04-10-2021 18:15,Sedan
4464473,04-10-2021 18:17,Sedan
4464598,04-10-2021 18:24,SUV
4466175,04-10-2021 18:30,Sedan
4466781,04-10-2021 18:37,SUV
4464619,04-10-2021 18:40,SUV
4464826,04-10-2021 18:40,Sedan
4464575,04-10-2021 18:41,Two Wheeler
4464698,04-10-2021 18:42,Sedan
4464456,04-10-2021 18:45,Sedan
4464485,04-10-2021 18:52,Taxi
4466820,04-10-2021 19:00,SUV
4464748,04-10-2021 19:00,Two Wheeler
4464499,04-10-2021 19:10,Sedan
4466139,04-10-2021 19:15,Sedan
4464460,04-10-2021 19:18,Sedan
4464529,04-10-2021 19:30,Heavy Vehicle
4464668,04-10-2021 19:30,SUV
4464527,04-10-2021 19:35,Sedan
4464597,04-10-2021 19:40,Sedan
4464642,04-10-2021 19:45,Sedan
4464534,04-10-2021 19:50,SUV
4464487,04-10-2021 19:50,Taxi
4464852,04-10-2021 19:50,Sedan
4464547,04-10-2021 19:57,Ambulance
4465939,04-10-2021 19:58,Sedan
4466540,04-10-2021 20:00,Sedan
4465275,04-10-2021 20:00,SUV
4465345,04-10-2021 20:00,Sedan
4464886,04-10-2021 20:00,Two Wheeler
4464568,04-10-2021 20:10,SUV
4464883,04-10-2021 20:15,Sedan
4464550,04-10-2021 20:40,Heavy Vehicle
4464741,04-10-2021 20:40,Sedan
4464812,04-10-2021 20:45,Sedan
4464513,04-10-2021 20:50,SUV
4464875,04-10-2021 20:50,Two Wheeler
4467024,04-10-2021 21:00,Sedan
4464699,04-10-2021 21:02,Sedan
4464823,04-10-2021 21:25,SUV
4464524,04-10-2021 21:27,Heavy Vehicle
4464680,04-10-2021 21:29,SUV
4464586,04-10-2021 21:30,Sedan
4465053,04-10-2021 21:45,Sedan
4467472,04-10-2021 22:00,SUV
4466574,04-10-2021 22:00,SUV
4465288,04-10-2021 22:00,Sedan
4464625,04-10-2021 22:00,SUV
4464502,04-10-2021 22:15,Sedan
4465046,04-10-2021 22:45,Sedan
4464858,04-10-2021 22:52,SUV
4465462,04-10-2021 22:53,Sedan
4464491,04-10-2021 23:00,SUV
4465292,04-10-2021 23:01,SUV
4465663,04-10-2021 23:10,Sedan
4464693,04-10-2021 23:13,SUV
4464562,04-10-2021 23:14,Two Wheeler
4465735,04-10-2021 23:20,Sedan
4465015,04-10-2021 23:20,Taxi
4464593,04-10-2021 23:40,SUV
4467362,04-10-2021 23:45,SUV
4464606,04-10-2021 23:46,Sedan
4464570,04-10-2021 23:50,SUV
4466558,05-10-2021 00:00,Sedan
4464753,05-10-2021 00:00,Sedan
4464594,05-10-2021 00:00,SUV
4465009,05-10-2021 00:00,Taxi
4464903,05-10-2021 00:00,Sedan
4471352,05-10-2021 00:01,SUV
4468235,05-10-2021 00:05,Two Wheeler
4466486,05-10-2021 00:05,Sedan
4464935,05-10-2021 00:09,Sedan
4464579,05-10-2021 00:09,Two Wheeler
4465042,05-10-2021 00:20,Sedan
4468623,05-10-2021 00:45,SUV
4464750,05-10-2021 00:45,Sedan
4464588,05-10-2021 00:48,Sedan
4465078,05-10-2021 00:50,Sedan
4464511,05-10-2021 00:55,Sedan
4464778,05-10-2021 00:57,Sedan
4465780,05-10-2021 01:30,Commercial Vehicle
4464569,05-10-2021 02:57,Sedan
4464629,05-10-2021 03:05,Sedan
4464599,05-10-2021 04:00,Sedan
4464600,05-10-2021 04:30,Ambulance
4466522,05-10-2021 05:10,Sedan
4470783,05-10-2021 06:00,SUV
4464761,05-10-2021 06:00,Sedan
4465632,05-10-2021 06:10,SUV
4464725,05-10-2021 06:14,Sedan
4466478,05-10-2021 06:15,Sedan
4464752,05-10-2021 06:15,Sedan
4465715,05-10-2021 06:16,Sedan
4465055,05-10-2021 06:30,SUV
4465054,05-10-2021 06:55,Sedan
4469596,05-10-2021 07:00,SUV
4468885,05-10-2021 07:00,Bus
4466361,05-10-2021 07:03,SUV
4464734,05-10-2021 07:09,Sedan
4464710,05-10-2021 07:10,Sedan
4464705,05-10-2021 07:15,Sedan
4464639,05-10-2021 07:20,Sedan
4464719,05-10-2021 07:29,SUV
4464703,05-10-2021 07:30,Sedan
4464992,05-10-2021 07:34,SUV
4464721,05-10-2021 07:45,SUV
4464637,05-10-2021 07:50,SUV
4464711,05-10-2021 07:50,Sedan
4464646,05-10-2021 07:50,SUV
4464720,05-10-2021 07:55,SUV
4465012,05-10-2021 08:00,Sedan
4465274,05-10-2021 08:00,Sedan
4465062,05-10-2021 08:04,Heavy Vehicle
4468502,05-10-2021 08:10,Two Wheeler
4465521,05-10-2021 08:10,SUV
4464847,05-10-2021 08:12,Sedan
4464780,05-10-2021 08:25,SUV
4465762,05-10-2021 08:25,Two Wheeler
4464709,05-10-2021 08:29,Sedan
4465172,05-10-2021 08:30,Sedan
4464759,05-10-2021 08:30,SUV
4464718,05-10-2021 08:33,Sedan
4465782,05-10-2021 08:45,Sedan
4466487,05-10-2021 08:50,SUV
4466046,05-10-2021 09:00,Sedan
4464839,05-10-2021 09:10,Sedan
4464901,05-10-2021 09:12,SUV
4465043,05-10-2021 09:15,SUV
4464754,05-10-2021 09:16,Heavy Vehicle
4464685,05-10-2021 09:20,SUV
4464797,05-10-2021 09:25,Heavy Vehicle
4464704,05-10-2021 09:28,Sedan
4464677,05-10-2021 09:35,SUV
4464757,05-10-2021 09:49,Heavy Vehicle
4465019,05-10-2021 09:56,Heavy Vehicle
4465157,05-10-2021 10:00,SUV
4464902,05-10-2021 10:00,SUV
4466002,05-10-2021 10:00,Taxi
4465236,05-10-2021 10:00,Taxi
4464662,05-10-2021 10:00,Heavy Vehicle
4464796,05-10-2021 10:08,Sedan
4464747,05-10-2021 10:08,Sedan
4464702,05-10-2021 10:12,SUV
4464714,05-10-2021 10:15,SUV
4464882,05-10-2021 10:23,SUV
4464728,05-10-2021 10:30,SUV
4464820,05-10-2021 10:30,SUV
4464735,05-10-2021 10:35,SUV
4467589,05-10-2021 10:53,SUV
4466919,05-10-2021 10:55,SUV
4464836,05-10-2021 11:00,SUV
4465616,05-10-2021 11:05,Sedan
4465047,05-10-2021 11:07,Sedan
4466465,05-10-2021 11:15,SUV
4464743,05-10-2021 11:23,SUV
4464707,05-10-2021 11:30,Sedan
4464822,05-10-2021 11:45,Sedan
4464853,05-10-2021 12:00,Sedan
4464928,05-10-2021 12:00,SUV
4465278,05-10-2021 12:00,Bus
4466488,05-10-2021 12:05,SUV
4465343,05-10-2021 12:10,Sedan
4464716,05-10-2021 12:30,Sedan
4465470,05-10-2021 12:45,SUV
4465772,05-10-2021 12:47,SUV
4464751,05-10-2021 12:50,Two Wheeler
4464742,05-10-2021 12:52,Sedan
4464938,05-10-2021 12:54,Bus
4464770,05-10-2021 12:55,Sedan
4464744,05-10-2021 12:58,Taxi
4464756,05-10-2021 13:00,SUV
4465771,05-10-2021 13:00,SUV
4465225,05-10-2021 13:08,Two Wheeler
4464740,05-10-2021 13:10,Sedan
4464915,05-10-2021 13:12,Bus
4464895,05-10-2021 13:15,SUV
4468614,05-10-2021 13:25,Sedan
4464876,05-10-2021 13:25,Sedan
4464863,05-10-2021 13:30,SUV
4465056,05-10-2021 13:39,SUV
4464739,05-10-2021 13:40,SUV
4467336,05-10-2021 13:45,Sedan
4466808,05-10-2021 13:48,Sedan
4464798,05-10-2021 13:53,SUV
4464783,05-10-2021 14:00,Sedan
